번호,연도,월,시도,구,상호,주소,상표,셀프여부,고급휘발유,휘발유,경유,실내등유
A0009215,2020년,01월,서울,동대문구,삼미상사(주)장안킹셀프주유소,서울 동대문구  한천로 100 (장안동),SK에너지,셀프,,1560.48,1385.84,
A0009240,2020년,01월,서울,동대문구,한영주유소 (한화),서울 동대문구 망우로 38 (휘경동),현대오일뱅크,일반,,1695.0,1470.0,1200.0
A0000428,2020년,01월,서울,동작구,현대오일뱅크㈜직영 신대방셀프주유소,서울 동작구 시흥대로 616 (신대방동),SK에너지,셀프,1858.03,1595.48,1421.68,
A0000292,2020년,01월,서울,영등포구,지에스칼텍스㈜ 화일주유소,서울 영등포구 도림로 415,GS칼텍스,셀프,1715.9,1565.9,1404.69,1189.0
A0009195,2020년,01월,서울,동대문구,현대오일뱅크㈜직영 스피드주유소,서울 동대문구 천호대로 453 (장안동),SK에너지,일반,1780.94,1620.94,1453.58,
A0000426,2020년,01월,서울,동작구,현대오일뱅크(주)직영 사당셀프주유소,서울 동작구 동작대로 73 (사당동),현대오일뱅크,셀프,1744.0,1571.74,1421.74,
A0009177,2020년,01월,서울,동대문구,홍능주유소,서울 동대문구 홍릉로 87 (청량리동),S-OIL,일반,,1605.13,1427.06,1100.0
A0009172,2020년,01월,서울,동대문구,풍한주유소,서울 동대문구 안암로 168,SK에너지,일반,,1526.94,1364.03,
A0000427,2020년,01월,서울,영등포구,영등포제일셀프주유소,서울 영등포구 가마산로 379,SK에너지,셀프,,1552.42,1381.23,
A0000425,2020년,01월,서울,동작구,현대오일뱅크(주)직영 동작주유소,서울 동작구 상도로 403 (상도동),현대오일뱅크,일반,1783.65,1593.65,1479.0,
A0000410,2020년,01월,서울,영등포구,지에스칼텍스㈜ 신길주유소,서울 영등포구 신길로 74 (신길동),GS칼텍스,셀프,1700.61,1550.61,1381.26,1099.0
A0009553,2020년,01월,서울,동작구,매일주유소,서울 동작구 상도로 139 (상도동),S-OIL,셀프,,1593.58,1484.81,1200.0
A0000379,2020년,01월,서울,동작구,살피재주유소,서울 동작구 상도로 334,SK에너지,일반,,1675.0,1544.68,
A0000368,2020년,01월,서울,동작구,창원이엔지주유소,서울 동작구 사당로 59 (상도동),현대오일뱅크,셀프,,1564.0,1414.0,
A0000371,2020년,01월,서울,동작구,지에스칼텍스(주) 대방주유소,서울 동작구 여의대방로 214,GS칼텍스,일반,1739.0,1565.77,1402.35,1000.0
A0000434,2020년,01월,서울,동작구,대성산업(주) 노량진주유소,서울 동작구 노량진로 172,GS칼텍스,일반,,1609.61,1467.35,1070.0
A0000146,2020년,01월,서울,마포구,마포시엠주유소,서울 마포구 월드컵북로 62,GS칼텍스,일반,,1637.0,1477.0,
A0000430,2020년,01월,서울,동작구,현대오일뱅크㈜직영 흑석동셀프주유소,서울 동작구 현충로 101 (흑석동),SK에너지,셀프,,1646.1,1502.1,
A0000433,2020년,01월,서울,영등포구,한경석유(주)경덕주유소,서울 영등포구 여의대방로23길 2 (신길동),SK에너지,셀프,,1574.45,1399.94,
A0000408,2020년,01월,서울,영등포구,행촌주유소,서울 영등포구 도신로 130 (신길동),SK에너지,셀프,,1543.84,1387.06,
A0009248,2020년,01월,서울,동대문구,삼영주유소,서울 동대문구 답십리로 258 (장안동),SK에너지,일반,,1562.23,1384.48,1200.0
A0000115,2020년,01월,서울,마포구,SK에너지(주) 안국주유소,서울 마포구 양화로 33,SK에너지,일반,,1757.0,1597.0,
A0000324,2020년,01월,서울,영등포구,성원이앤에스(주)영등포지점,서울 영등포구 국회대로52길 9-13 (영등포동7가),GS칼텍스,일반,,1873.0,1719.0,1350.0
A0009247,2020년,01월,서울,동대문구,신성주유소,서울 동대문구 장한로 29 (장안동),현대오일뱅크,일반,,1584.55,1396.0,
A0000129,2020년,01월,서울,마포구,SK에너지 양지주유소,서울 마포구 마포대로 69 (도화동),SK에너지,일반,2109.0,1963.84,1813.84,
A0009173,2020년,01월,서울,동대문구,재정주유소,서울 동대문구 전농로 121 (전농동),현대오일뱅크,셀프,,1562.23,1384.48,1200.0
A0009229,2020년,01월,서울,동대문구,열린주유소,서울 동대문구 한천로 263 (휘경동),GS칼텍스,일반,,1554.81,1375.97,1150.0
A0009233,2020년,01월,서울,동대문구,오동나무주유소,서울 동대문구  한천로 81 (답십리동),S-OIL,일반,,1610.9,1443.32,1200.0
A0000164,2020년,01월,서울,마포구,(주)안국에너지 망원동주유소,서울 마포구 월드컵로 119 (망원동),SK에너지,일반,,1628.0,1494.77,
A0009219,2020년,01월,서울,동대문구,재원에너지(주)용일주유소,서울 동대문구 안암로 54 (용두동),GS칼텍스,일반,,1523.94,1362.03,
A0000163,2020년,01월,서울,마포구,(주)만성상사 대흥주유소,서울 마포구 대흥로 61 (대흥동),SK에너지,일반,2200.52,1679.0,1522.0,1394.13
A0009231,2020년,01월,서울,동대문구,재정제2주유소,서울 동대문구 사가정로 90 (전농동),현대오일뱅크,셀프,,1557.06,1379.32,
A0000442,2020년,01월,서울,영등포구,씨앤에스유통 한성주유소,서울 영등포구 여의대방로 227,S-OIL,일반,,1587.35,1436.71,990.0
A0000270,2020년,01월,서울,영등포구,한일주유소,서울 영등포구 도림로 486 (문래동3가),SK에너지,일반,,1840.0,1676.77,1350.0
A0000245,2020년,01월,서울,용산구,(주)신태성주유소,서울 용산구 원효로 147 (원효로3가),SK에너지,일반,2199.19,1981.77,1821.23,1261.65
A0009575,2020년,01월,서울,도봉구,오복주유소,서울 도봉구 방학로 43,S-OIL,셀프,2008.16,1608.16,1408.81,1076.13
A0000370,2020년,01월,서울,영등포구,매봉주유소,서울 영등포구 도신로 248 (신길동),현대오일뱅크,셀프,,1554.16,1384.16,1100.0
A0009911,2020년,01월,서울,서초구,(주)한미건설 서울주유소,서울 서초구 서초중앙로 91 (서초동),GS칼텍스,일반,,1588.0,1488.0,
A0000221,2020년,01월,서울,용산구,한석주유소,서울 용산구 이촌로 164,SK에너지,일반,2077.0,1896.35,1767.1,
A0010111,2020년,01월,서울,노원구,남선석유(주)구도일주유소 불암,서울 노원구 한글비석로 268 (중계동),S-OIL,셀프,,1600.87,1421.55,
A0001078,2020년,01월,서울,노원구,노원주유소,서울 노원구 동일로 1008 (공릉동),GS칼텍스,일반,,1639.0,1489.0,1106.45
A0009886,2020년,01월,서울,서초구,(주)선문에너지 중앙주유소,서울특별시 서초구  바우뫼로 219 (양재1동),S-OIL,일반,2188.0,1978.0,1798.0,1250.0
A0028817,2020년,01월,서울,노원구,삼육주유소,서울 노원구 화랑로 822 (공릉동),SK에너지,셀프,,1570.65,1405.65,1150.0
A0010136,2020년,01월,서울,노원구,SK에너지㈜직영 상계주유소,서울 노원구 노해로 527 (상계동),SK에너지,일반,,1753.48,1595.74,1330.74
A0002534,2020년,01월,서울,서초구,(주)동원석유,경기도 부천시 원미구  부흥로 182 (중동),S-OIL,셀프,,1581.19,1423.77,
A0010124,2020년,01월,서울,노원구,상계동주유소,서울 노원구 노원로26길 191 (상계동),현대오일뱅크,일반,,1680.0,1540.0,1300.0
A0000261,2020년,01월,서울,영등포구,㈜지에스이앤알 모드니주유소,서울 영등포구 경인로 789,GS칼텍스,일반,,1553.84,1389.0,
A0010123,2020년,01월,서울,노원구,성북역주유소,서울 노원구 광운로 95 (월계동),GS칼텍스,일반,,1578.0,1426.39,1197.1
A0000928,2020년,01월,서울,서초구,(주)대농석유 남태령주유소,서울 서초구 과천대로 838 (방배동),SK에너지,셀프,,1581.1,1422.06,
A0010117,2020년,01월,서울,노원구,신성주유소,서울 노원구 월계로 328 (월계동),S-OIL,셀프,,1598.0,1419.0,
A0000202,2020년,01월,서울,용산구,제3한강주유소,서울 용산구 한남대로 45 (한남동),GS칼텍스,일반,2313.0,2018.0,1877.0,
A0000238,2020년,01월,서울,용산구,한남지점,서울 용산구 한남대로21길 4 (한남동),SK에너지,일반,2398.0,2198.0,1998.0,
A0010090,2020년,01월,서울,노원구,월계주유소,서울 노원구 월계로 252 (월계동),GS칼텍스,셀프,,1545.71,1375.71,1099.0
A0000293,2020년,01월,서울,영등포구,sk여명주유소,서울 영등포구 국회대로62길 7 (여의도동),SK에너지,일반,,1697.0,1527.0,
A0009912,2020년,01월,서울,서초구,(주)한미석유 서초주유소,서울 서초구 반포대로 64 (서초동),GS칼텍스,셀프,1775.1,1598.0,1498.0,
A0016244,2020년,01월,서울,금천구,구광주유소,서울 금천구 서부샛길 674 (가산동),S-OIL,일반,,1545.32,1369.52,980.0
A0009901,2020년,01월,서울,서초구,대성석유(주)연일주유소,서울 서초구 남부순환로 2451,GS칼텍스,일반,1796.06,1609.65,1527.06,1180.65
A0001055,2020년,01월,서울,금천구,남서울경복에너지,서울 금천구 독산로 257 (독산동),S-OIL,셀프,,1566.0,1386.0,1100.0
A0000915,2020년,01월,서울,서초구,대성산업(주)직영 터미널(고속)주유소,서울 서초구 신반포로 222 (반포동),GS칼텍스,일반,1794.0,1664.1,1527.45,1070.0
A0001108,2020년,01월,서울,금천구,대득에너지(금천셀프주유소),서울 금천구  시흥대로 81 (시흥동),GS칼텍스,셀프,,1562.45,1382.45,
A0000309,2020년,01월,서울,영등포구,SK에너지(주) 양평주유소,서울 영등포구 선유로 195 (양평동3가),SK에너지,셀프,,1571.13,1421.9,
A0010138,2020년,01월,서울,노원구,(주)소모 수락산셀프주유소,서울 노원구 동일로 1772,GS칼텍스,셀프,,1571.06,1402.68,1190.0
A0000240,2020년,01월,서울,용산구,현대오일뱅크(주)직영 소월길주유소,서울 용산구 소월로 66 (후암동),현대오일뱅크,일반,2397.0,1998.0,1898.0,
A0000916,2020년,01월,서울,서초구,대성산업(주)직영 강남주유소,서울 서초구 반포대로 284 (반포동),GS칼텍스,셀프,1794.0,1664.1,1527.45,
A0001124,2020년,01월,서울,금천구,지에스칼텍스(주)일신주유소,서울 금천구 시흥대로 118,GS칼텍스,셀프,1708.68,1562.03,1382.03,1050.0
A0001132,2020년,01월,서울,금천구,현대오일뱅크(주)직영 금천현대셀프주유소,서울 금천구 독산로 147 (시흥동),현대오일뱅크,셀프,,1565.32,1385.32,
A0009906,2020년,01월,서울,서초구,극동유화(주) 전당앞주유소,서울 서초구 남부순환로 2391 (서초동),SK에너지,셀프,1911.65,1671.65,1580.42,1116.1
A0000232,2020년,01월,서울,용산구,현대오일뱅크(주)갈월동주유소,서울특별시 용산구  한강대로 322 (남영동),SK에너지,일반,2249.0,1999.0,1891.77,1358.42
A0001141,2020년,01월,서울,금천구,현대오일뱅크㈜직영 금천제일주유소,서울 금천구 남부순환로 1410 (독산동),SK에너지,일반,,1701.58,1579.65,
A0001075,2020년,01월,서울,금천구,백산주유소,서울특별시 금천구  시흥대로 174 (시흥동),S-OIL,셀프,,1574.45,1397.9,
A0000669,2020년,01월,서울,서대문구,현대오일뱅크㈜직영 독립문주유소,서울 서대문구 통일로 384 (홍제동),SK에너지,일반,1928.0,1603.84,1449.0,1100.0
A0010121,2020년,01월,서울,노원구,이엠석유(주)배꽃나라주유소,서울 노원구 화랑로 466 (공릉1동),GS칼텍스,셀프,1688.0,1547.42,1377.42,1050.0
A0000716,2020년,01월,서울,서대문구,현대오일뱅크(주)직영 연세주유소,서울 서대문구 연희로 184,GS칼텍스,셀프,1809.0,1571.9,1401.9,
A0000746,2020년,01월,서울,서대문구,삼미상사(주)서부주유소,서울 서대문구 성산로 255,SK에너지,셀프,,1561.71,1398.0,
A0010135,2020년,01월,서울,도봉구,극동유화(주) 대안주유소,서울 도봉구 마들로 574 (창동),S-OIL,셀프,,1532.68,1365.58,
A0000737,2020년,01월,서울,서대문구,남정주유소,서울 서대문구 모래내로 243 (남가좌동),GS칼텍스,일반,,1561.87,1398.0,1200.0
A0000235,2020년,01월,서울,용산구,(주)한독모터스용산뉴타운주유소,서울 용산구 한강대로 48 (한강로3가),GS칼텍스,일반,1879.61,1692.84,1587.68,1042.45
A0009845,2020년,01월,서울,도봉구,노원교주유소,서울 도봉구 마들로 776 (도봉동),현대오일뱅크,셀프,,1610.77,1468.42,
A0001034,2020년,01월,서울,영등포구,도림주유소,서울 영등포구 도림로 343 (도림동),알뜰주유소,셀프,,1526.1,1359.0,
A0000074,2020년,01월,서울,도봉구,구도일주유소 파크빌,서울 도봉구 해등로3길 86 (창동),S-OIL,셀프,,1570.61,1408.03,
A0010144,2020년,01월,서울,도봉구,대성산업(주)신창주유소,서울 도봉구 덕릉로 267 (창동),GS칼텍스,셀프,,1596.42,1436.42,
A0009668,2020년,01월,서울,도봉구,도봉제일주유소(주)송만에너지,서울 도봉구 도봉로 783 (도봉동),현대오일뱅크,일반,,1518.55,1350.48,990.0
A0000225,2020년,01월,서울,용산구,(주)영원 풍기주유소,서울 용산구 원효로 178 (원효로2가),GS칼텍스,일반,2169.0,1934.0,1768.0,1367.0
A0010146,2020년,01월,서울,도봉구,동일석유(주) 창동주유소,서울 도봉구  도봉로 434 (창동),SK에너지,셀프,,1531.9,1361.42,
A0000568,2020년,01월,서울,서대문구,광호주유소,서울 서대문구 연희로 266 (홍은동),SK에너지,일반,,1595.13,1429.97,
A0009642,2020년,01월,서울,도봉구,삼미북부셀프주유소,서울 도봉구 도봉로 437 (쌍문동),SK에너지,셀프,,1523.84,1354.48,1100.0
A0000632,2020년,01월,서울,서대문구,㈜우남에너지 문화사랑주유소,서울 서대문구 세검정로 87 (홍제동),S-OIL,셀프,1925.1,1726.39,1538.65,1150.0
A0000134,2020년,01월,서울,서대문구,구도일주유소 두꺼비,서울 서대문구 성산로 312,S-OIL,셀프,,1553.16,1389.77,1100.0
A0009680,2020년,01월,서울,도봉구,(주)헨지스에너지 구도일주유소 도봉,서울 도봉구 도봉로 706 (방학동),S-OIL,셀프,,1555.77,1397.39,1150.0
A0000223,2020년,01월,서울,용산구,동자동주유소,서울 용산구 한강대로104길 6 (동자동),SK에너지,일반,2390.0,2083.55,1890.0,1300.67
A0000591,2020년,01월,서울,서대문구,연희주유소,서울 서대문구 연희로 129 (연희동 89-7번지),SK에너지,일반,1951.26,1595.13,1429.97,
A0000412,2020년,01월,서울,영등포구,남서울고속주유소,서울 영등포구 가마산로 367 (대림동),SK에너지,셀프,,1529.0,1359.0,
A0010104,2020년,01월,서울,노원구,태릉솔밭주유소,서울 노원구 노원로 49 (공릉동),S-OIL,셀프,1690.58,1567.84,1397.0,
A0000228,2020년,01월,서울,용산구,에너비스,서울 용산구 한남대로 82 (한남동),SK에너지,일반,2398.0,2198.0,1998.0,
A0010108,2020년,01월,서울,노원구,하계삼호주유소,서울 노원구 공릉로 294 (하계동),GS칼텍스,일반,,1689.35,1521.94,
A0000627,2020년,01월,서울,서대문구,행촌제2주유소,서울 서대문구 성산로 490 (대신동),SK에너지,셀프,2295.52,2139.23,1924.97,
A0010095,2020년,01월,서울,노원구,한신주유소,서울 노원구 동일로 1089 (공릉동),SK에너지,셀프,1753.0,1572.84,1418.0,1040.0
A0001193,2020년,01월,서울,서대문구,지에스칼텍스(주)홍제동주유소,서울 서대문구 통일로 372,GS칼텍스,셀프,1740.0,1582.0,1428.0,
A0009663,2020년,01월,서울,노원구,현대오일뱅크㈜직영 하계주유소,서울 노원구 노원로17길 29 (하계동),SK에너지,일반,1983.48,1749.19,1599.0,1167.26
A0000925,2020년,01월,서울,용산구,서계주유소,서울 용산구  청파로 367 (청파동),GS칼텍스,일반,2324.32,2071.23,1936.97,1462.0
A0010118,2020년,01월,서울,노원구,화랑대주유소,서울 노원구 화랑로 483,SK에너지,셀프,1871.42,1616.84,1472.97,1090.0
A0000747,2020년,01월,서울,서대문구,중앙에너비스 동교지점,서울 서대문구 연희로 12 (창천동),SK에너지,셀프,1881.87,1591.9,1431.9,
A0000588,2020년,01월,서울,영등포구,대영주유소,서울 영등포구 국회대로 632 (영등포동7가),GS칼텍스,셀프,,1659.0,1520.0,
A0009677,2020년,01월,서울,도봉구,(주)쌍문셀프주유소,서울 도봉구 노해로 161 (쌍문동),현대오일뱅크,셀프,,1568.97,1393.48,1100.0
A0001027,2020년,01월,서울,양천구,(주)삼표에너지 목동주유소,서울 양천구 목동서로 129 (목동),GS칼텍스,셀프,1762.19,1562.19,1398.0,
A0009676,2020년,01월,서울,도봉구,(주)자연에너지 햇살주유소,서울 도봉구 방학로 142 (방학동),S-OIL,셀프,,1551.29,1383.65,
